"Unit_No","Obs_No","SAMPLE_NO","collected_date","Chem_Code","Chem_Name","Chem_Value","Chem_Unit_Code"
"6744-1","PNP001",91142,"01/05/1979","pH","Acidity/Alkalinity",8.4,"pH"
"6744-1","PNP001",91142,"01/05/1979","SO4","Sulphate",3,"mg/L"
"6744-1","PNP001",91142,"28976","TDS_CALC","Total Dissolved Solids - Calculated",542,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","ALK","Alkanity as CaCO3",420,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","Ca","Calcium",0.1,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","CARB","Carbonate Hardness as CaCO3",7,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","Cl","Chloride",52,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","DST","Sodium/Total Cations Ratio",3,"%"
"6744-1","PNP001",91143,"19/10/1986","EC","Electroconductivity",930,"us/cm"
"6744-1","PNP001",91143,"19/10/1986","HARD","Total Hardness as CaCO3",7,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","HCO3","Bicarbonate",512,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","K","Potassium",4,"mg/L"
"6744-1","PNP001",91143,"31704","Mg","Magnesium",0.1,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","Na","Sodium",220,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","NO3(N)","Nitrate as N",0.1,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","pH","Acidity/Alkalinity",8.3,"pH"
"6744-1","PNP001",91143,"19/10/1986","RESIST","Resistivity",10.8,"ohm/m"
"6744-1","PNP001",91143,"19.10.1986","SAR","Sodium Adsorption Ratio",98.9,"RATIO"
"6744-1","PNP001",91143,"19/10/1986","SO4","Sulphate",3.5,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","TDS_CALC","Total Dissolved Solids - Calculated",532,"mg/L"
"6744-1","PNP001",91143,"19/10/1986","TDS_EC","Total Dissolved Solids - Based on EC",518,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","Ca","Calcium",317.016,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","Cl","Chloride",5297.88,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","CO3","Carbonate",59.976,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","Mg","Magnesium",49.266,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","Na","Sodium",3588.7068,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","SO4","Sulphate",1188.3816,"mg/L"
"6838-6","CBN005",1706280,"11/05/1897","TDS_CALC","Total Dissolved Solids - Calculated",10501.2264,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","Ca","Calcium",329.5824,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","CARB","Carbonate Hardness as CaCO3",85.68,"mg/L"
"6838-6","CBN005",1706281,"1924-12-01","Cl","Chloride",5286.8844,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","CO3","Carbonate",51.408,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","Fe","Iron: Iron Total (water analysis)",0,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","HARD","Total Hardness as CaCO3",956.1888,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","Mg","Magnesium",31.7016,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","Na","Sodium",3614.4108,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","NO3","Nitrate",0,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","NONCARB","Non-Carbonate Hardness as CaCO3",870.5088,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",9.996,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","SO4","Sulphate",1231.3644,"mg/L"
"6838-6","CBN005",1706281,"01/12/1924","TDS_CALC","Total Dissolved Solids - Calculated",10555.3476,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","ALK","Alkanity as CaCO3",72,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","Ca","Calcium",268,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","CARB","Carbonate Hardness as CaCO3",72,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","Cl","Chloride",5318,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","EC","Electroconductivity",15924,"us/cm"
"6838-6","CBN005",98267,"03/04/1978","HARD","Total Hardness as CaCO3",830,"mg/L"
"6838-6","CBN005",98267,"28583","HCO3","Bicarbonate",88,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","K","Potassium",17,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","Mg","Magnesium",39,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","Na","Sodium",3725,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","NO3(N)","Nitrate as N",90,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","NONCARB","Non-Carbonate Hardness as CaCO3",758,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","pH","Acidity/Alkalinity",7.5,"pH"
"6838-6","CBN005",98267,"03/04/1978","SO4","Sulphate",1150,"mg/L"
"6838-6","CBN005",98267,"03/04/1978","TDS_CALC","Total Dissolved Solids - Calculated",10650,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","ALK","Alkanity as CaCO3",116,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","Ca","Calcium",325,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","CARB","Carbonate Hardness as CaCO3",116,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","Cl","Chloride",5130,"mg/L"
"6838-6","CBN005",92745,"14-11-1986","DST","Sodium/Total Cations Ratio",27,"%"
"6838-6","CBN005",92745,"14/11/1986","EC","Electroconductivity",16500,"us/cm"
"6838-6","CBN005",92745,"14/11/1986","HARD","Total Hardness as CaCO3",964,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","HCO3","Bicarbonate",141,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","K","Potassium",4,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","Mg","Magnesium",37,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","Na","Sodium",3450,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","NO3(N)","Nitrate as N",0.1,"mg/L"
"6838-6","CBN005",92745,"31730","NONCARB","Non-Carbonate Hardness as CaCO3",848,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","pH","Acidity/Alkalinity",7.4,"pH"
"6838-6","CBN005",92745,"31730","RESIST","Resistivity",0.6,"ohm/m"
"6838-6","CBN005",92745,"14/11/1986","SAR","Sodium Adsorption Ratio",88.6,"RATIO"
"6838-6","CBN005",92745,"14/11/1986","SO4","Sulphate",1120,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","TDS_CALC","Total Dissolved Solids - Calculated",10100,"mg/L"
"6838-6","CBN005",92745,"14/11/1986","TDS_EC","Total Dissolved Solids - Based on EC",10600,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","Ca","Calcium",12.8,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","Cl","Chloride",503,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","CO3","Carbonate",398,"mg/L"
"6838-29","CBN008",170432,"22494","HARD","Total Hardness as CaCO3",68,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","Mg","Magnesium",8.6,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","Na","Sodium",600,"mg/L"
"6838-29","CBN008",170432,"01/08/1961","TDS_CALC","Total Dissolved Solids - Calculated",1522,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","ALK","Alkanity as CaCO3",632,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","Ca","Calcium",13,"mg/L"
"6838-29","CBN008",92762,"28584","CARB","Carbonate Hardness as CaCO3",37,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","Cl","Chloride",508,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","EC","Electroconductivity",2726,"us/cm"
"6838-29","CBN008",92762,"04/04/1978","HARD","Total Hardness as CaCO3",37,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","HCO3","Bicarbonate",772,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","K","Potassium",9,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","Mg","Magnesium",1,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","Na","Sodium",612,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","NO3(N)","Nitrate as N",1,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","NONCARB","Non-Carbonate Hardness as CaCO3",1,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","pH","Acidity/Alkalinity",8.3,"pH"
"6838-29","CBN008",92762,"04/04/1978","SO4","Sulphate",2,"mg/L"
"6838-29","CBN008",92762,"04/04/1978","TDS_CALC","Total Dissolved Solids - Calculated",1525,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","ALK","Alkanity as CaCO3",676,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","Ca","Calcium",4.7,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","CARB","Carbonate Hardness as CaCO3",14.2,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","Cl","Chloride",490,"mg/L"
"6838-29","CBN008",92763,"12/18/1986","DST","Sodium/Total Cations Ratio",27,"%"
"6838-29","CBN008",92763,"18/12/1986","EC","Electroconductivity",2650,"us/cm"
"6838-29","CBN008",92763,"18/12/1986","HARD","Total Hardness as CaCO3",14.2,"mg/L"
"6838-29","CBN008",92763,"18-12-1986","HCO3","Bicarbonate",825,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","K","Potassium",5,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","Mg","Magnesium",0.6,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","Na","Sodium",612,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","NO3(N)","Nitrate as N",0.1,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","pH","Acidity/Alkalinity",7.4,"pH"
"6838-29","CBN008",92763,"18/12/1986","RESIST","Resistivity",3.77,"ohm/m"
"6838-29","CBN008",92763,"18/12/1986","SAR","Sodium Adsorption Ratio",98.5,"RATIO"
"6838-29","CBN008",92763,"18/12/1986","SO4","Sulphate",1.2,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","TDS_CALC","Total Dissolved Solids - Calculated",1520,"mg/L"
"6838-29","CBN008",92763,"18/12/1986","TDS_EC","Total Dissolved Solids - Based on EC",1510,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","ALK","Alkanity as CaCO3",628,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","Br","Bromide",0.7,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","Ca","Calcium",9.1,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","CARB","Carbonate Hardness as CaCO3",26,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","Cl","Chloride",455,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",24,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","DST","Sodium/Total Cations Ratio",97.1,"%"
"6838-29","CBN008",1706293,"01/11/1997","EC","Electroconductivity",2610,"us/cm"
"6838-29","CBN008",1706293,"01/11/1997","F","Fluoride",7.7,"mg/L"
"6838-29","CBN008",1706293,"1997-11-01","Fe","Iron: Iron Total (water analysis)",0.075,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","HARD","Total Hardness as CaCO3",26,"mg/L"
"6838-29","CBN008",1706293,"35735","HCO3","Bicarbonate",766,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","K","Potassium",9.4,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","LGI","Langelier Index",-0.14,"INDEX"
"6838-29","CBN008",1706293,"01/11/1997","Mg","Magnesium",0.9,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","Na","Sodium",582,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","NO3","Nitrate",0.05,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","NOX","Nitrite and Nitrate",0.005,"mg/L"
"6838-29","CBN008",1706293,"01 Nov 1997","pH","Acidity/Alkalinity",7.7,"pH"
"6838-29","CBN008",1706293,"01/11/1997","SAR","Sodium Adsorption Ratio",49.4,"RATIO"
"6838-29","CBN008",1706293,"01/11/1997","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",32,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","SO4","Sulphate",1.6,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",1470,"mg/L"
"6838-29","CBN008",1706293,"01/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",1400,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","Ca","Calcium",16.2792,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","CARB","Carbonate Hardness as CaCO3",116.5248,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","Cl","Chloride",1067.2872,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","CO3","Carbonate",657.594,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","HARD","Total Hardness as CaCO3",116.5248,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","Mg","Magnesium",18.4212,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","Na","Sodium",1144.2564,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","NO3","Nitrate",0,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","SO4","Sulphate",2.9988,"mg/L"
"6935-8","CMA004",1706313,"22/08/1950","TDS_CALC","Total Dissolved Solids - Calculated",2906.8368,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","Ca","Calcium",14.28,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","CARB","Carbonate Hardness as CaCO3",124.236,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","Cl","Chloride",1085.28,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","CO3","Carbonate",651.168,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","HARD","Total Hardness as CaCO3",124.236,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","Mg","Magnesium",21.42,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","Na","Sodium",1148.112,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","SO4","Sulphate",2.856,"mg/L"
"6935-8","CMA004",1706314,"06/12/1958","TDS_CALC","Total Dissolved Solids - Calculated",2924.544,"mg/L"
"6935-8","CMA004",97596,"22461","Ca","Calcium",18.5,"mg/L"
"6935-8","CMA004",97596,"29/06/1961","Cl","Chloride",1085.2,"mg/L"
"6935-8","CMA004",97596,"29/06/1961","CO3","Carbonate",659.7,"mg/L"
"6935-8","CMA004",97596,"29/06/1961","HARD","Total Hardness as CaCO3",142,"mg/L"
"6935-8","CMA004",97596,"22461","Mg","Magnesium",21.4,"mg/L"
"6935-8","CMA004",97596,"29/06/1961","Na","Sodium",1148.1,"mg/L"
"6935-8","CMA004",97596,"22461","SO4","Sulphate",2.8,"mg/L"
"6935-8","CMA004",97596,"29/06/1961","TDS_CALC","Total Dissolved Solids - Calculated",2941,"mg/L"
"6935-8","CMA004",94302,"01.01.1986","Ca","Calcium",18.6,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","CARB","Carbonate Hardness as CaCO3",136,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","Cl","Chloride",1086,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","DST","Sodium/Total Cations Ratio",86,"%"
"6935-8","CMA004",94302,"01/01/1986","HARD","Total Hardness as CaCO3",136,"mg/L"
"6935-8","CMA004",94302,"01.01.1986","HCO3","Bicarbonate",1342,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","K","Potassium",0,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","Mg","Magnesium",21.4,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","Na","Sodium",1149,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","SO4","Sulphate",2.9,"mg/L"
"6935-8","CMA004",94302,"01/01/1986","TDS_CALC","Total Dissolved Solids - Calculated",2939,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","ALK","Alkanity as CaCO3",1060,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","Br","Bromide",2.2,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","Ca","Calcium",11.9,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","CARB","Carbonate Hardness as CaCO3",100,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","Cl","Chloride",1040,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",33,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","DST","Sodium/Total Cations Ratio",95.2,"%"
"6935-8","CMA004",1706315,"03/11/1997","EC","Electroconductivity",4990,"us/cm"
"6935-8","CMA004",1706315,"03/11/1997","F","Fluoride",8.6,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","Fe","Iron: Iron Total (water analysis)",0.069,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","HARD","Total Hardness as CaCO3",100,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","HCO3","Bicarbonate",1290,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","K","Potassium",10.4,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","LGI","Langelier Index",0.28,"INDEX"
"6935-8","CMA004",1706315,"03/11/1997","Mg","Magnesium",16.9,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","Na","Sodium",1030,"mg/L"
"6935-8","CMA004",1706315,"03.11.1997","NO3","Nitrate",0.05,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","NOX","Nitrite and Nitrate",0.009,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","pH","Acidity/Alkalinity",7.8,"pH"
"6935-8","CMA004",1706315,"03/11/1997","SAR","Sodium Adsorption Ratio",44.8,"RATIO"
"6935-8","CMA004",1706315,"03/11/1997","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",14,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","SO4","Sulphate",1,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",2760,"mg/L"
"6935-8","CMA004",1706315,"03/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",2800,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","Ca","Calcium",6.1404,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","CARB","Carbonate Hardness as CaCO3",17.85,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","Cl","Chloride",308.5908,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","CO3","Carbonate",664.02,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","HARD","Total Hardness as CaCO3",17.85,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","Mg","Magnesium",0.5712,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","Na","Sodium",702.7188,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","NO3","Nitrate",0,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","SO4","Sulphate",3.57,"mg/L"
"6937-9","FRM004",1706332,"30/11/1949","TDS_CALC","Total Dissolved Solids - Calculated",1685.6112,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","Ca","Calcium",7.1,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","CARB","Carbonate Hardness as CaCO3",34.3,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","Cl","Chloride",309.9,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","CO3","Carbonate",655.5,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","HARD","Total Hardness as CaCO3",34.3,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","Mg","Magnesium",4.3,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","Na+K","Sodium + Potassium",689.7,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","NO3","Nitrate",0,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","SO4","Sulphate",4.3,"mg/L"
"6937-9","FRM004",94314,"03/08/1961","TDS_CALC","Total Dissolved Solids - Calculated",1671,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","ALK","Alkanity as CaCO3",1070,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","Br","Bromide",0.9,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","Ca","Calcium",7.5,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","CARB","Carbonate Hardness as CaCO3",27,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","Cl","Chloride",301,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",42,"mg/L"
"6937-9","FRM004",1706333,"35738","DST","Sodium/Total Cations Ratio",97.5,"%"
"6937-9","FRM004",1706333,"04/11/1997","EC","Electroconductivity",2750,"us/cm"
"6937-9","FRM004",1706333,"04/11/1997","F","Fluoride",2.5,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","Fe","Iron: Iron Total (water analysis)",0.031,"mg/L"
"6937-9","FRM004",1706333,"35738","HARD","Total Hardness as CaCO3",27,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","HCO3","Bicarbonate",1310,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","K","Potassium",8.7,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","LGI","Langelier Index",0.01,"INDEX"
"6937-9","FRM004",1706333,"04/11/1997","Mg","Magnesium",2,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","Na","Sodium",658,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","NO3","Nitrate",0.05,"mg/L"
"6937-9","FRM004",1706333,"04/11/97","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","NOX","Nitrite and Nitrate",0.008,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","pH","Acidity/Alkalinity",7.7,"pH"
"6937-9","FRM004",1706333,"04/11/1997","SAR","Sodium Adsorption Ratio",55,"RATIO"
"6937-9","FRM004",1706333,"04/11/97","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",24,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","SO4","Sulphate",1,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",1650,"mg/L"
"6937-9","FRM004",1706333,"04/11/1997","TDS_EC","Total Dissolved Solids - Based on EC",1500,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","Ca","Calcium",30.5592,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","CARB","Carbonate Hardness as CaCO3",108.528,"mg/L"
"7037-3","FRM005",1706406,"9102","Cl","Chloride",389.844,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","CO3","Carbonate",706.86,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","Fe","Iron: Iron Total (water analysis)",0,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","HARD","Total Hardness as CaCO3",108.528,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","Mg","Magnesium",7.7112,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","Na","Sodium",751.4136,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","NO3","Nitrate",0,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",19.992,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","SO4","Sulphate",14.7084,"mg/L"
"7037-3","FRM005",1706406,"01/12/1924","TDS_CALC","Total Dissolved Solids - Calculated",1921.0884,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","Ca","Calcium",8.5,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","Cl","Chloride",399.8,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","CO3","Carbonate",706.8,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","HARD","Total Hardness as CaCO3",57,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","Mg","Magnesium",7.1,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","Na","Sodium",778.2,"mg/L"
"7037-3","FRM005",96355,"05/08/1961","TDS_CALC","Total Dissolved Solids - Calculated",1899,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","ALK","Alkanity as CaCO3",1140,"mg/L"
"7037-3","FRM005",1706407,"07 Nov 1997","Br","Bromide",1.4,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","Ca","Calcium",14,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","CARB","Carbonate Hardness as CaCO3",50,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","Cl","Chloride",370,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","CO2","Carbon Dioxide: Free Carbon Dioxide (water analysis)",88,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","DST","Sodium/Total Cations Ratio",95.8,"%"
"7037-3","FRM005",1706407,"07/11/1997","EC","Electroconductivity",3090,"us/cm"
"7037-3","FRM005",1706407,"07/11/1997","F","Fluoride",1.95,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","Fe","Iron: Iron Total (water analysis)",0.188,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","HARD","Total Hardness as CaCO3",50,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","HCO3","Bicarbonate",1390,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","K","Potassium",15.3,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","LGI","Langelier Index",0,"INDEX"
"7037-3","FRM005",1706407,"07/11/1997","Mg","Magnesium",3.6,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","Na","Sodium",727,"mg/L"
"7037-3","FRM005",1706407,"35741","NO3","Nitrate",0.06,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","NONCARB","Non-Carbonate Hardness as CaCO3",0,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","NOX","Nitrite and Nitrate",0.013,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","pH","Acidity/Alkalinity",7.4,"pH"
"7037-3","FRM005",1706407,"35741","SAR","Sodium Adsorption Ratio",44.7,"RATIO"
"7037-3","FRM005",1706407,"07/11/1997","SiO2","Silicon Dioxide; Silica (reactive) (water analysis)",25,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","SO4","Sulphate",1,"mg/L"
"7037-3","FRM005",1706407,"07/11/1997","TDS_CALC","Total Dissolved Solids - Calculated",1840,"mg/L"
